baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity,imageUrl
PRD1024,Wireless Earbuds,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V1,Color Green,344.7,423,https://images.unsplash.com/photo-dv7z0ikvdy?q=80&w=200
PRD1024,Wireless Earbuds,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V2,Color Black,312.54,391,https://images.unsplash.com/photo-bnpcm3beny?q=80&w=200
PRD1024,Wireless Earbuds,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V3,Color Red,577.34,20,https://images.unsplash.com/photo-t0pugn0yp3?q=80&w=200
PRD1024,Wireless Earbuds,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V4,Color White,792.98,136,https://images.unsplash.com/photo-atatknppy7?q=80&w=200
PRD1025,Generic Item,High quality item PRD1025 for everyday use.,electronics,PRD1025-V1,Color Red,354.23,307,https://images.unsplash.com/photo-aaixag8ldo?q=80&w=200
PRD1025,Generic Item,High quality item PRD1025 for everyday use.,electronics,PRD1025-V2,Color Blue,111.83,179,https://images.unsplash.com/photo-3lzriflb3m?q=80&w=200
PRD1025,Generic Item,High quality item PRD1025 for everyday use.,electronics,PRD1025-V3,Color White,413.54,324,https://images.unsplash.com/photo-7xwyt13wlu?q=80&w=200
PRD1025,Generic Item,High quality item PRD1025 for everyday use.,electronics,PRD1025-V4,Color White,958.58,193,https://images.unsplash.com/photo-f9w58eqefp?q=80&w=200
PRD1025,Generic Item,High quality item PRD1025 for everyday use.,electronics,PRD1025-V5,Color Black,11.04,124,https://images.unsplash.com/photo-2qq1b1cypp?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V1,Color Green,965.23,71,https://images.unsplash.com/photo-81j2us9972?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V2,Color Green,464.7,212,https://images.unsplash.com/photo-6anf088syg?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V3,Color Green,695.51,114,https://images.unsplash.com/photo-hu5xc50cr7?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V4,Color Red,777.15,5,https://images.unsplash.com/photo-7vkhztdmsu?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V5,Color White,638.94,230,https://images.unsplash.com/photo-noeb61kfs3?q=80&w=200
PRD1026,Potato Chips,High quality item PRD1026 for everyday use.,groceries-snacks,PRD1026-V6,Color Black,985.63,355,https://images.unsplash.com/photo-uml6zarkk3?q=80&w=200
PRD1027,Glass Cleaner,High quality item PRD1027 for everyday use.,home-garden-cleaning,PRD1027-V1,Color White,598.47,450,https://images.unsplash.com/photo-phh09hsvhg?q=80&w=200
PRD1027,Glass Cleaner,High quality item PRD1027 for everyday use.,home-garden-cleaning,PRD1027-V2,Color Red,372.82,144,https://images.unsplash.com/photo-nce06xsu9n?q=80&w=200
PRD1027,Glass Cleaner,High quality item PRD1027 for everyday use.,home-garden-cleaning,PRD1027-V3,Color White,358.49,151,https://images.unsplash.com/photo-le6tm6wfxw?q=80&w=200
PRD1028,Wireless Earbuds,High quality item PRD1028 for everyday use.,electronics-audio,PRD1028-V1,Color White,691.2,497,https://images.unsplash.com/photo-hxjd6233nw?q=80&w=200
PRD1028,Wireless Earbuds,High quality item PRD1028 for everyday use.,electronics-audio,PRD1028-V2,Color Green,157.58,375,https://images.unsplash.com/photo-x3tx4qvyi9?q=80&w=200
PRD1028,Wireless Earbuds,High quality item PRD1028 for everyday use.,electronics-audio,PRD1028-V3,Color White,167.47,187,https://images.unsplash.com/photo-d7pt6rkrz3?q=80&w=200
PRD1029,Silk Blouse,High quality item PRD1029 for everyday use.,clothing-womens,PRD1029-V1,Color Black,865.09,148,https://images.unsplash.com/photo-zzc7fmgamp?q=80&w=200
PRD1029,Silk Blouse,High quality item PRD1029 for everyday use.,clothing-womens,PRD1029-V2,Color Black,932.86,383,https://images.unsplash.com/photo-nifjtjnf4m?q=80&w=200
PRD1029,Silk Blouse,High quality item PRD1029 for everyday use.,clothing-womens,PRD1029-V3,Color Black,708.26,443,https://images.unsplash.com/photo-k3dmix887y?q=80&w=200
PRD1029,Silk Blouse,High quality item PRD1029 for everyday use.,clothing-womens,PRD1029-V4,Color Blue,841.82,468,https://images.unsplash.com/photo-kbj2stwxi5?q=80&w=200
PRD1029,Silk Blouse,High quality item PRD1029 for everyday use.,clothing-womens,PRD1029-V5,Color White,761.81,476,https://images.unsplash.com/photo-hya8phbih4?q=80&w=200
PRD1030,Studio Microphone,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V1,Size L,246.55,379,https://images.unsplash.com/photo-HV8uOGeq6O?q=80&w=200
PRD1030,Studio Microphone,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V2,Size L,611.91,107,https://images.unsplash.com/photo-HV8uOGeq6O?q=80&w=200
PRD1030,Studio Microphone,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V3,Size L,733.73,228,https://images.unsplash.com/photo-HV8uOGeq6O?q=80&w=200
PRD1030,Studio Microphone,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V4,Size M,669.34,470,https://images.unsplash.com/photo-HV8uOGeq6O?q=80&w=200
PRD1031,Table Lamp,High quality item PRD1031 for everyday use.,home-garden-decor,PRD1031-V1,Color Green,805.0,162,https://images.unsplash.com/photo-1vcokosijk?q=80&w=200
PRD1031,Table Lamp,High quality item PRD1031 for everyday use.,home-garden-decor,PRD1031-V2,Color White,46.11,30,https://images.unsplash.com/photo-3bbkwsmvt9?q=80&w=200
PRD1031,Table Lamp,High quality item PRD1031 for everyday use.,home-garden-decor,PRD1031-V3,Color White,138.15,233,https://images.unsplash.com/photo-uju09uyxg5?q=80&w=200
PRD1031,Table Lamp,High quality item PRD1031 for everyday use.,home-garden-decor,PRD1031-V4,Color White,84.16,310,https://images.unsplash.com/photo-i1acz142i2?q=80&w=200
PRD1032,Minimalist Vase,High quality item PRD1032 for everyday use.,home-garden-decor,PRD1032-V1,Size L,529.7,120,https://images.unsplash.com/photo-UygYnYwQWV?q=80&w=200
PRD1032,Minimalist Vase,High quality item PRD1032 for everyday use.,home-garden-decor,PRD1032-V2,Size XL,135.72,44,https://images.unsplash.com/photo-UygYnYwQWV?q=80&w=200
PRD1032,Minimalist Vase,High quality item PRD1032 for everyday use.,home-garden-decor,PRD1032-V3,Size XL,45.03,150,https://images.unsplash.com/photo-UygYnYwQWV?q=80&w=200
PRD1033,Floral Summer Dress,High quality item PRD1033 for everyday use.,clothing-womens,PRD1033-V1,Color Blue,485.99,279,https://images.unsplash.com/photo-1zdqsnd69m?q=80&w=200
PRD1033,Floral Summer Dress,High quality item PRD1033 for everyday use.,clothing-womens,PRD1033-V2,Color Blue,451.35,121,https://images.unsplash.com/photo-lfbg2g6bqf?q=80&w=200
PRD1033,Floral Summer Dress,High quality item PRD1033 for everyday use.,clothing-womens,PRD1033-V3,Color Red,528.64,73,https://images.unsplash.com/photo-rjsatqwe38?q=80&w=200
PRD1034,Sea Salt,High quality item PRD1034 for everyday use.,groceries-pantry,PRD1034-V1,Color Black,283.29,359,https://images.unsplash.com/photo-kaf66hjjpw?q=80&w=200
PRD1034,Sea Salt,High quality item PRD1034 for everyday use.,groceries-pantry,PRD1034-V2,Color Red,678.66,466,https://images.unsplash.com/photo-jv1yaacmbu?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V1,Size M,242.33,274,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V2,Size S,735.03,389,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V3,Size S,365.73,75,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V4,Size XL,616.7,435,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V5,Size XL,771.9,258,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1035,Generic Item,High quality item PRD1035 for everyday use.,home-garden,PRD1035-V6,Size S,576.81,112,https://images.unsplash.com/photo-S8tdw3Uwxo?q=80&w=200
PRD1036,Wall Art,High quality item PRD1036 for everyday use.,home-garden-decor,PRD1036-V1,Size S,547.35,261,https://images.unsplash.com/photo-2drvEuZ3tL?q=80&w=200
PRD1036,Wall Art,High quality item PRD1036 for everyday use.,home-garden-decor,PRD1036-V2,Size M,961.29,8,https://images.unsplash.com/photo-2drvEuZ3tL?q=80&w=200
PRD1036,Wall Art,High quality item PRD1036 for everyday use.,home-garden-decor,PRD1036-V3,Size S,622.65,386,https://images.unsplash.com/photo-2drvEuZ3tL?q=80&w=200
PRD1036,Wall Art,High quality item PRD1036 for everyday use.,home-garden-decor,PRD1036-V4,Size XL,386.37,414,https://images.unsplash.com/photo-2drvEuZ3tL?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V1,Size XL,572.5,429,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V2,Size S,115.7,204,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V3,Size XL,199.18,19,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V4,Size S,549.37,414,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V5,Size L,829.12,327,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1037,Skinny Jeans,High quality item PRD1037 for everyday use.,clothing-womens,PRD1037-V6,Size M,621.33,245,https://images.unsplash.com/photo-8rnti57I9t?q=80&w=200
PRD1038,Refreshing Soda,High quality item PRD1038 for everyday use.,groceries-beverages,PRD1038-V1,Color Red,453.61,257,https://images.unsplash.com/photo-yegpa5doyt?q=80&w=200
PRD1038,Refreshing Soda,High quality item PRD1038 for everyday use.,groceries-beverages,PRD1038-V2,Color Black,682.78,360,https://images.unsplash.com/photo-0kgak3m283?q=80&w=200
PRD1038,Refreshing Soda,High quality item PRD1038 for everyday use.,groceries-beverages,PRD1038-V3,Color Red,656.37,479,https://images.unsplash.com/photo-h7108j0ia5?q=80&w=200
PRD1038,Refreshing Soda,High quality item PRD1038 for everyday use.,groceries-beverages,PRD1038-V4,Color Blue,455.17,264,https://images.unsplash.com/photo-udp4omn2fq?q=80&w=200
PRD1039,Minimalist Vase,High quality item PRD1039 for everyday use.,home-garden-decor,PRD1039-V1,Color Black,249.91,356,https://images.unsplash.com/photo-48btpkfivo?q=80&w=200
PRD1039,Minimalist Vase,High quality item PRD1039 for everyday use.,home-garden-decor,PRD1039-V2,Color White,213.8,69,https://images.unsplash.com/photo-z9rj5aezyy?q=80&w=200
PRD1039,Minimalist Vase,High quality item PRD1039 for everyday use.,home-garden-decor,PRD1039-V3,Color Green,150.56,320,https://images.unsplash.com/photo-i1o86r9kfc?q=80&w=200
PRD1039,Minimalist Vase,High quality item PRD1039 for everyday use.,home-garden-decor,PRD1039-V4,Color Red,645.22,400,https://images.unsplash.com/photo-dmkmi2dieo?q=80&w=200
PRD1040,Generic Item,High quality item PRD1040 for everyday use.,home-garden,PRD1040-V1,Color Black,35.48,140,https://images.unsplash.com/photo-maoczx3lex?q=80&w=200
PRD1040,Generic Item,High quality item PRD1040 for everyday use.,home-garden,PRD1040-V2,Color Black,562.43,461,https://images.unsplash.com/photo-yagol1t49a?q=80&w=200
PRD1040,Generic Item,High quality item PRD1040 for everyday use.,home-garden,PRD1040-V3,Color Green,456.68,433,https://images.unsplash.com/photo-cme5r7n0i5?q=80&w=200
