baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity,imageUrl
BASE-0030,Gourmet Braai Spice Blend,Hand-mixed herbs and spices for the perfect roast,summer-braai,BASE-0030-V1,Large,449.56,53,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0030,Gourmet Braai Spice Blend,Hand-mixed herbs and spices for the perfect roast,summer-braai,BASE-0030-V2,1kg,448.86,36,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0031,Premium Braai Charcoal,"Long-burning, smokeless lump charcoal, 5kg",summer-braai,BASE-0031-V1,Bulk,343.13,38,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0032,UltraView 4K Smart TV,50-inch 4K LED display with built-in streaming,electronics,BASE-0032-V1,Medium,111.08,51,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0032,UltraView 4K Smart TV,50-inch 4K LED display with built-in streaming,electronics,BASE-0032-V2,1kg,31.6,58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0033,PureFresh Laundry Powder,"Bio-active, whitening laundry powder, 2kg",cleaning,BASE-0033-V1,Bulk,836.87,91,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0033,PureFresh Laundry Powder,"Bio-active, whitening laundry powder, 2kg",cleaning,BASE-0033-V2,5kg,992.59,69,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0033,PureFresh Laundry Powder,"Bio-active, whitening laundry powder, 2kg",cleaning,BASE-0033-V3,Small,381.69,36,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0034,Ultra-Soft Floor Polish,"Long-lasting shine for hardwood floors, 1L",cleaning,BASE-0034-V1,Small,945.44,97,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0034,Ultra-Soft Floor Polish,"Long-lasting shine for hardwood floors, 1L",cleaning,BASE-0034-V2,Medium,53.99,81,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0035,ActiveMesh Running Shoes,"Lightweight, breathable sports sneakers",clothing,BASE-0035-V1,1kg,128.2,30,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0036,Golden Grain Bread,"Soft white bread baked daily, 700g",groceries,BASE-0036-V1,1kg,473.43,72,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0037,UltraView 4K Smart TV,50-inch 4K LED display with built-in streaming,electronics,BASE-0037-V1,Small,715.99,93,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0037,UltraView 4K Smart TV,50-inch 4K LED display with built-in streaming,electronics,BASE-0037-V2,Large,149.36,78,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0037,UltraView 4K Smart TV,50-inch 4K LED display with built-in streaming,electronics,BASE-0037-V3,Medium,249.29,25,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0038,Golden Grain Bread,"Soft white bread baked daily, 700g",groceries,BASE-0038-V1,Small,97.78,74,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0038,Golden Grain Bread,"Soft white bread baked daily, 700g",groceries,BASE-0038-V2,Medium,472.56,59,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0038,Golden Grain Bread,"Soft white bread baked daily, 700g",groceries,BASE-0038-V3,1kg,372.39,89,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0039,Everyday Comfort Cotton Tee,"Soft, breathable 100% cotton T-shirt",clothing,BASE-0039-V1,Medium,691.63,38,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0040,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0040-V1,1kg,895.03,20,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0040,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0040-V2,Bulk,322.82,47,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0040,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0040-V3,5kg,857.67,82,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0041,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0041-V1,Bulk,212.51,77,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0041,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0041-V2,1kg,200.12,79,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0041,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0041-V3,Bulk,121.09,5,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0042,Urban Oasis Indoor Plant,Easy-care Pothos in a stylish ceramic pot,home-garden,BASE-0042-V1,Bulk,936.32,24,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0042,Urban Oasis Indoor Plant,Easy-care Pothos in a stylish ceramic pot,home-garden,BASE-0042-V2,Small,614.95,81,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0042,Urban Oasis Indoor Plant,Easy-care Pothos in a stylish ceramic pot,home-garden,BASE-0042-V3,5kg,26.46,43,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0043,Disinfecting All-Purpose Spray,"Kills 99.9% of bacteria, fresh scent",cleaning,BASE-0043-V1,5kg,732.45,58,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0044,Luxury Velvet Throw Pillow,"Plush, high-quality fabric for ultimate comfort",home-garden,BASE-0044-V1,1kg,598.93,41,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0044,Luxury Velvet Throw Pillow,"Plush, high-quality fabric for ultimate comfort",home-garden,BASE-0044-V2,Small,760.29,65,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0044,Luxury Velvet Throw Pillow,"Plush, high-quality fabric for ultimate comfort",home-garden,BASE-0044-V3,1kg,391.99,43,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0045,All-Weather Windbreaker,"Water-resistant, lightweight zip-up jacket",clothing,BASE-0045-V1,Bulk,787.51,61,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0046,PureFresh Laundry Powder,"Bio-active, whitening laundry powder, 2kg",cleaning,BASE-0046-V1,Large,906.03,19,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0047,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0047-V1,Small,848.67,92,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0048,Ultra-Soft Floor Polish,"Long-lasting shine for hardwood floors, 1L",cleaning,BASE-0048-V1,Large,328.83,26,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0048,Ultra-Soft Floor Polish,"Long-lasting shine for hardwood floors, 1L",cleaning,BASE-0048-V2,1kg,880.1,84,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0048,Ultra-Soft Floor Polish,"Long-lasting shine for hardwood floors, 1L",cleaning,BASE-0048-V3,Small,269.59,84,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0049,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0049-V1,1kg,303.26,61,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0049,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0049-V2,5kg,830.03,24,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0049,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0049-V3,Bulk,455.29,32,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0050,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0050-V1,5kg,50.13,45,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0050,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0050-V2,Medium,638.11,20,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0050,SparkleClean Dish Soap,"Lemon-scented, grease-cutting dish detergent, 750ml",cleaning,BASE-0050-V3,Bulk,308.61,39,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0051,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0051-V1,Medium,307.35,10,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0051,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0051-V2,Medium,458.83,86,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0051,Sun-Drenched Patio Umbrella,UV-resistant fabric with sturdy aluminium stand,home-garden,BASE-0051-V3,Small,883.74,37,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0052,SonicBlast Bluetooth Speaker,"Waterproof, 24-hour battery life speaker",electronics,BASE-0052-V1,Medium,338.93,63,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0053,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0053-V1,Small,784.61,38,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0053,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0053-V2,5kg,68.67,45,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0053,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0053-V3,5kg,723.39,84,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0054,Everyday Comfort Cotton Tee,"Soft, breathable 100% cotton T-shirt",clothing,BASE-0054-V1,Bulk,737.28,10,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0054,Everyday Comfort Cotton Tee,"Soft, breathable 100% cotton T-shirt",clothing,BASE-0054-V2,1kg,604.66,2,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0055,Spicy Peri-Peri Marinade,"Traditional South African braai sauce, 500ml",summer-braai,BASE-0055-V1,Medium,835.36,18,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0055,Spicy Peri-Peri Marinade,"Traditional South African braai sauce, 500ml",summer-braai,BASE-0055-V2,Medium,356.0,73,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0055,Spicy Peri-Peri Marinade,"Traditional South African braai sauce, 500ml",summer-braai,BASE-0055-V3,5kg,156.12,11,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0056,Monate Fresh Milk,"Full cream farm-fresh milk, 2L",groceries,BASE-0056-V1,5kg,483.56,66,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0056,Monate Fresh Milk,"Full cream farm-fresh milk, 2L",groceries,BASE-0056-V2,Medium,434.35,94,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0057,Premium Braai Charcoal,"Long-burning, smokeless lump charcoal, 5kg",summer-braai,BASE-0057-V1,Small,302.63,35,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0058,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0058-V1,1kg,204.09,17,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0058,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0058-V2,1kg,281.33,48,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
BASE-0058,Executive Fit Chinos,Classic cut cotton chinos for office or casual,clothing,BASE-0058-V3,Small,168.57,51,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=300&q=80
