baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity,imageUrl
PRD1008,Noise Cancelling Headphones,High quality item PRD1008 for everyday use.,electronics-audio,PRD1008-V3,Matte Black,150.53,450,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1008,Noise Cancelling Headphones,High quality item PRD1008 for everyday use.,electronics-audio,PRD1008-V4,White,730.78,88,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1009,Ceramic Vase,High quality item PRD1009 for everyday use.,home-garden-decor,PRD1009-V1,Matte Black,90.05,322,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1009,Ceramic Vase,High quality item PRD1009 for everyday use.,home-garden-decor,PRD1009-V2,White,883.08,279,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1009,Ceramic Vase,High quality item PRD1009 for everyday use.,home-garden-decor,PRD1009-V3,Gold,929.08,446,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1009,Ceramic Vase,High quality item PRD1009 for everyday use.,home-garden-decor,PRD1009-V4,Silver,750.46,409,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1010,High-Waisted Jeans,High quality item PRD1010 for everyday use.,clothing-womens,PRD1010-V1,Small / Red,69.0,53,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1010,High-Waisted Jeans,High quality item PRD1010 for everyday use.,clothing-womens,PRD1010-V2,Medium / Blue,385.05,17,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1010,High-Waisted Jeans,High quality item PRD1010 for everyday use.,clothing-womens,PRD1010-V3,Large / Green,958.97,144,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1010,High-Waisted Jeans,High quality item PRD1010 for everyday use.,clothing-womens,PRD1010-V4,Extra Large / Black,939.03,72,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1011,Manuka Honey,High quality item PRD1011 for everyday use.,groceries-pantry,PRD1011-V1,500ml,898.67,231,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1011,Manuka Honey,High quality item PRD1011 for everyday use.,groceries-pantry,PRD1011-V2,1kg,429.13,169,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1011,Manuka Honey,High quality item PRD1011 for everyday use.,groceries-pantry,PRD1011-V3,2kg,740.43,106,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1011,Manuka Honey,High quality item PRD1011 for everyday use.,groceries-pantry,PRD1011-V4,5kg,292.18,425,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1012,Floral Summer Dress,High quality item PRD1012 for everyday use.,clothing-womens,PRD1012-V1,Small / Red,130.28,129,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1012,Floral Summer Dress,High quality item PRD1012 for everyday use.,clothing-womens,PRD1012-V2,Medium / Blue,565.4,416,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1012,Floral Summer Dress,High quality item PRD1012 for everyday use.,clothing-womens,PRD1012-V3,Large / Green,302.95,200,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1012,Floral Summer Dress,High quality item PRD1012 for everyday use.,clothing-womens,PRD1012-V4,Extra Large / Black,408.67,35,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1013,Multi-Surface Cleaner,High quality item PRD1013 for everyday use.,home-garden-cleaning,PRD1013-V1,3-Pack,278.76,252,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1013,Multi-Surface Cleaner,High quality item PRD1013 for everyday use.,home-garden-cleaning,PRD1013-V2,5-Pack,710.43,436,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1013,Multi-Surface Cleaner,High quality item PRD1013 for everyday use.,home-garden-cleaning,PRD1013-V3,1-Unit,98.11,203,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1013,Multi-Surface Cleaner,High quality item PRD1013 for everyday use.,home-garden-cleaning,PRD1013-V4,Bulk Set,803.32,74,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1014,Organic Dried Mango,High quality item PRD1014 for everyday use.,groceries-snacks,PRD1014-V1,100g,553.04,347,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1014,Organic Dried Mango,High quality item PRD1014 for everyday use.,groceries-snacks,PRD1014-V2,200g,646.49,404,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1014,Organic Dried Mango,High quality item PRD1014 for everyday use.,groceries-snacks,PRD1014-V3,500g,191.44,342,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1014,Organic Dried Mango,High quality item PRD1014 for everyday use.,groceries-snacks,PRD1014-V4,1kg,770.21,65,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1015,Heavy Duty Spray Bottle,High quality item PRD1015 for everyday use.,home-garden-cleaning,PRD1015-V1,3-Pack,866.52,63,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1015,Heavy Duty Spray Bottle,High quality item PRD1015 for everyday use.,home-garden-cleaning,PRD1015-V2,5-Pack,518.02,385,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1015,Heavy Duty Spray Bottle,High quality item PRD1015 for everyday use.,home-garden-cleaning,PRD1015-V3,1-Unit,530.97,464,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1015,Heavy Duty Spray Bottle,High quality item PRD1015 for everyday use.,home-garden-cleaning,PRD1015-V4,Bulk Set,281.18,6,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1016,Noise Cancelling Headphones,High quality item PRD1016 for everyday use.,electronics-audio,PRD1016-V1,Midnight Blue,895.82,400,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1016,Noise Cancelling Headphones,High quality item PRD1016 for everyday use.,electronics-audio,PRD1016-V2,Silver,25.68,322,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1016,Noise Cancelling Headphones,High quality item PRD1016 for everyday use.,electronics-audio,PRD1016-V3,Matte Black,436.59,453,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1016,Noise Cancelling Headphones,High quality item PRD1016 for everyday use.,electronics-audio,PRD1016-V4,White,231.8,480,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1017,Organic Green Tea,High quality item PRD1017 for everyday use.,groceries-beverages,PRD1017-V1,500ml,418.76,494,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1017,Organic Green Tea,High quality item PRD1017 for everyday use.,groceries-beverages,PRD1017-V2,1L,803.61,254,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1017,Organic Green Tea,High quality item PRD1017 for everyday use.,groceries-beverages,PRD1017-V3,1.5L,516.42,47,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1017,Organic Green Tea,High quality item PRD1017 for everyday use.,groceries-beverages,PRD1017-V4,2L,647.9,198,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1018,Bamboo Scrub Brush,High quality item PRD1018 for everyday use.,home-garden-cleaning,PRD1018-V1,3-Pack,797.91,309,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1018,Bamboo Scrub Brush,High quality item PRD1018 for everyday use.,home-garden-cleaning,PRD1018-V2,5-Pack,979.95,235,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1018,Bamboo Scrub Brush,High quality item PRD1018 for everyday use.,home-garden-cleaning,PRD1018-V3,1-Unit,956.35,257,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1018,Bamboo Scrub Brush,High quality item PRD1018 for everyday use.,home-garden-cleaning,PRD1018-V4,Bulk Set,253.09,49,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1019,Silk Blouse,High quality item PRD1019 for everyday use.,clothing-womens,PRD1019-V1,Small / Red,344.53,45,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1019,Silk Blouse,High quality item PRD1019 for everyday use.,clothing-womens,PRD1019-V2,Medium / Blue,868.82,79,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1019,Silk Blouse,High quality item PRD1019 for everyday use.,clothing-womens,PRD1019-V3,Large / Green,693.73,289,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1019,Silk Blouse,High quality item PRD1019 for everyday use.,clothing-womens,PRD1019-V4,Extra Large / Black,301.73,146,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1020,Floral Summer Dress,High quality item PRD1020 for everyday use.,clothing-womens,PRD1020-V1,Small / Red,276.56,476,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1020,Floral Summer Dress,High quality item PRD1020 for everyday use.,clothing-womens,PRD1020-V2,Medium / Blue,307.24,99,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1020,Floral Summer Dress,High quality item PRD1020 for everyday use.,clothing-womens,PRD1020-V3,Large / Green,613.81,328,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1020,Floral Summer Dress,High quality item PRD1020 for everyday use.,clothing-womens,PRD1020-V4,Extra Large / Black,410.34,137,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1021,Dark Chocolate Sea Salt,High quality item PRD1021 for everyday use.,groceries-snacks,PRD1021-V1,100g,636.32,49,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1021,Dark Chocolate Sea Salt,High quality item PRD1021 for everyday use.,groceries-snacks,PRD1021-V2,200g,245.74,221,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1021,Dark Chocolate Sea Salt,High quality item PRD1021 for everyday use.,groceries-snacks,PRD1021-V3,500g,227.23,106,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1021,Dark Chocolate Sea Salt,High quality item PRD1021 for everyday use.,groceries-snacks,PRD1021-V4,1kg,453.89,141,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1022,Organic Quinoa,High quality item PRD1022 for everyday use.,groceries-pantry,PRD1022-V1,500ml,779.42,369,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1022,Organic Quinoa,High quality item PRD1022 for everyday use.,groceries-pantry,PRD1022-V2,1kg,459.15,192,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1022,Organic Quinoa,High quality item PRD1022 for everyday use.,groceries-pantry,PRD1022-V3,2kg,935.54,166,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1022,Organic Quinoa,High quality item PRD1022 for everyday use.,groceries-pantry,PRD1022-V4,5kg,829.19,152,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1023,Denim Jacket,High quality item PRD1023 for everyday use.,clothing-mens,PRD1023-V1,32W / Navy,263.92,366,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1023,Denim Jacket,High quality item PRD1023 for everyday use.,clothing-mens,PRD1023-V2,34W / Grey,264.1,12,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1023,Denim Jacket,High quality item PRD1023 for everyday use.,clothing-mens,PRD1023-V3,36W / Olive,939.46,60,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1023,Denim Jacket,High quality item PRD1023 for everyday use.,clothing-mens,PRD1023-V4,38W / Black,698.38,124,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1024,Noise Cancelling Headphones,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V1,Midnight Blue,251.5,264,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1024,Noise Cancelling Headphones,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V2,Silver,179.95,355,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1024,Noise Cancelling Headphones,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V3,Matte Black,341.5,112,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1024,Noise Cancelling Headphones,High quality item PRD1024 for everyday use.,electronics-audio,PRD1024-V4,White,926.06,362,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1025,Dark Chocolate Sea Salt,High quality item PRD1025 for everyday use.,groceries-snacks,PRD1025-V1,100g,335.28,239,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1025,Dark Chocolate Sea Salt,High quality item PRD1025 for everyday use.,groceries-snacks,PRD1025-V2,200g,752.71,328,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1025,Dark Chocolate Sea Salt,High quality item PRD1025 for everyday use.,groceries-snacks,PRD1025-V3,500g,381.65,396,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1025,Dark Chocolate Sea Salt,High quality item PRD1025 for everyday use.,groceries-snacks,PRD1025-V4,1kg,693.79,61,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1026,Organic Quinoa,High quality item PRD1026 for everyday use.,groceries-pantry,PRD1026-V1,500ml,720.77,146,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1026,Organic Quinoa,High quality item PRD1026 for everyday use.,groceries-pantry,PRD1026-V2,1kg,429.21,485,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1026,Organic Quinoa,High quality item PRD1026 for everyday use.,groceries-pantry,PRD1026-V3,2kg,397.67,392,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1026,Organic Quinoa,High quality item PRD1026 for everyday use.,groceries-pantry,PRD1026-V4,5kg,560.8,152,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1027,Silk Blouse,High quality item PRD1027 for everyday use.,clothing-womens,PRD1027-V1,Small / Red,708.93,415,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1027,Silk Blouse,High quality item PRD1027 for everyday use.,clothing-womens,PRD1027-V2,Medium / Blue,260.04,33,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1027,Silk Blouse,High quality item PRD1027 for everyday use.,clothing-womens,PRD1027-V3,Large / Green,97.58,219,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1027,Silk Blouse,High quality item PRD1027 for everyday use.,clothing-womens,PRD1027-V4,Extra Large / Black,740.01,101,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1028,Roasted Almonds,High quality item PRD1028 for everyday use.,groceries-snacks,PRD1028-V1,100g,230.9,231,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1028,Roasted Almonds,High quality item PRD1028 for everyday use.,groceries-snacks,PRD1028-V2,200g,234.68,355,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1028,Roasted Almonds,High quality item PRD1028 for everyday use.,groceries-snacks,PRD1028-V3,500g,484.58,290,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1028,Roasted Almonds,High quality item PRD1028 for everyday use.,groceries-snacks,PRD1028-V4,1kg,281.18,185,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1029,Portable Bluetooth Speaker,High quality item PRD1029 for everyday use.,electronics-audio,PRD1029-V1,Midnight Blue,400.33,134,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1029,Portable Bluetooth Speaker,High quality item PRD1029 for everyday use.,electronics-audio,PRD1029-V2,Silver,83.46,456,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1029,Portable Bluetooth Speaker,High quality item PRD1029 for everyday use.,electronics-audio,PRD1029-V3,Matte Black,82.05,313,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1029,Portable Bluetooth Speaker,High quality item PRD1029 for everyday use.,electronics-audio,PRD1029-V4,White,681.95,138,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1030,Wireless Earbuds,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V1,Midnight Blue,739.18,386,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1030,Wireless Earbuds,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V2,Silver,368.96,8,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1030,Wireless Earbuds,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V3,Matte Black,253.0,60,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1030,Wireless Earbuds,High quality item PRD1030 for everyday use.,electronics-audio,PRD1030-V4,White,962.01,174,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1031,Heavy Duty Spray Bottle,High quality item PRD1031 for everyday use.,home-garden-cleaning,PRD1031-V1,3-Pack,49.3,447,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1031,Heavy Duty Spray Bottle,High quality item PRD1031 for everyday use.,home-garden-cleaning,PRD1031-V2,5-Pack,735.39,29,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1031,Heavy Duty Spray Bottle,High quality item PRD1031 for everyday use.,home-garden-cleaning,PRD1031-V3,1-Unit,370.48,345,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1031,Heavy Duty Spray Bottle,High quality item PRD1031 for everyday use.,home-garden-cleaning,PRD1031-V4,Bulk Set,207.16,240,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1032,Noise Cancelling Headphones,High quality item PRD1032 for everyday use.,electronics-audio,PRD1032-V1,Midnight Blue,800.92,114,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1032,Noise Cancelling Headphones,High quality item PRD1032 for everyday use.,electronics-audio,PRD1032-V2,Silver,451.0,495,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1032,Noise Cancelling Headphones,High quality item PRD1032 for everyday use.,electronics-audio,PRD1032-V3,Matte Black,362.79,424,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1032,Noise Cancelling Headphones,High quality item PRD1032 for everyday use.,electronics-audio,PRD1032-V4,White,442.3,230,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1033,Dark Chocolate Sea Salt,High quality item PRD1033 for everyday use.,groceries-snacks,PRD1033-V1,100g,769.51,261,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1033,Dark Chocolate Sea Salt,High quality item PRD1033 for everyday use.,groceries-snacks,PRD1033-V2,200g,20.76,279,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1033,Dark Chocolate Sea Salt,High quality item PRD1033 for everyday use.,groceries-snacks,PRD1033-V3,500g,329.92,82,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1033,Dark Chocolate Sea Salt,High quality item PRD1033 for everyday use.,groceries-snacks,PRD1033-V4,1kg,785.92,113,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1034,Sparkling Mineral Water,High quality item PRD1034 for everyday use.,groceries-beverages,PRD1034-V1,500ml,537.64,56,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1034,Sparkling Mineral Water,High quality item PRD1034 for everyday use.,groceries-beverages,PRD1034-V2,1L,284.71,478,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1034,Sparkling Mineral Water,High quality item PRD1034 for everyday use.,groceries-beverages,PRD1034-V3,1.5L,251.54,320,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
